fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,GMM_Cluster
-0.5283596117263187,0.9618766712454476,-1.3914722776605752,-0.5684672465013204,-0.2510889610834181,-0.46619251712773346,-0.3791326888959121,0.5582744625309729,1.288642916709892,-0.6017671563649382,-0.9602461068947519,0
-0.2985474337867381,1.9674424541409123,-1.3914722776605752,0.23270101095175016,0.26816362644954245,0.8726382318679612,0.6243632277859998,0.028260767740937578,-0.7199332966852555,0.18912334684887905,-0.5847771110397104,0
-0.2985474337867381,1.297065265543936,-1.1860704292930377,-0.08970094587379396,0.1275883568766868,-0.08366944598610641,0.2290466545476709,0.1342635066989329,-0.3311766102216806,-0.0031726298193070486,-0.5847771110397104,0
1.6548560786997,-1.3844434888439687,1.4841535994849522,-0.5684672465013204,-0.2749429121345925,0.1075920895847071,0.41150045758074577,0.6642772014889682,-0.9791044209943073,-0.465814515714523,-0.5847771110397104,0
-0.5283596117263187,0.9618766712454476,-1.3914722776605752,-0.5684672465013204,-0.2510889610834181,-0.46619251712773346,-0.3791326888959121,0.5582744625309729,1.288642916709892,-0.6017671563649382,-0.9602461068947519,0
-0.5283596117263187,0.7384176083797893,-1.3914722776605752,-0.698490590184574,-0.2749429121345925,-0.2749309815569199,-0.19667888586283722,0.5582744625309729,1.288642916709892,-0.6017671563649382,-0.9602461068947519,0
-0.24109438930184252,0.40322901408130096,-1.0833695051092689,-0.973081753606664,-0.41853427116986147,-0.08366944598610641,0.38109149040856666,-0.18374471017511187,-0.07200548591262876,-1.3087897390280607,-0.9602461068947519,0
-0.5858126562112143,0.6825528426633746,-1.3914722776605752,-1.5920647608153924,-0.5147102882378263,-0.08366944598610641,-0.774449262134241,-1.1377693607971284,0.5111295437827393,-1.2359420980453169,-0.3970426131121905,0
-0.2985474337867381,0.2914994826484715,-1.2887713534768064,-0.44285233293764614,-0.3227174557492208,-0.657454052698547,-0.8656761636507785,0.028260767740937578,0.316751200550949,-0.533574349479355,-0.8663788579309919,0
-0.4709065672414237,-0.1554186430828458,0.4571443576472635,2.7491859026617136,-0.370581131026721,0.1075920895847071,1.68867707881227,0.5582744625309729,0.25195841947368747,0.9254247900394796,0.07229363170661092,1
-0.9305309231205855,0.2914994826484715,-0.9806685809254999,-0.698490590184574,0.24478784122655434,-0.08366944598610641,0.5635452934416415,-0.4487515575701001,-0.2015910480671547,-0.7394740730060568,-1.1479806048222734,0
-0.4709065672414237,-0.1554186430828458,0.4571443576472635,2.7491859026617136,-0.370581131026721,0.1075920895847071,1.68867707881227,0.5582744625309729,0.25195841947368747,0.9254247900394796,0.07229363170661092,1
-1.5625144124544335,0.487026162655923,-1.3914722776605752,-0.973081753606664,0.057010808905890525,0.011961321799300349,0.38109149040856666,-1.2967734692341801,1.742192384250734,-0.8789811309967066,-0.49090986207595044,0
-0.2985474337867381,0.45909377979771565,0.0976911230040726,-0.973081753606664,0.639308218786026,-0.657454052698547,-0.5311775247568079,0.3462689846149235,-0.3311766102216806,4.684371559389572,-1.2418478537860334,1
0.3334360555471099,0.5149585455141305,-0.4671639600066559,1.2986451013847637,2.0288226396591527,3.454668962073944,2.996262667215974,0.982285418363013,-0.9791044209943073,1.389503904135941,-1.1479806048222734,1
0.3334360555471099,0.5149585455141305,-0.41581349791477146,1.375045438588461,1.8975951284353385,3.359038194288537,3.087489568732511,0.982285418363013,-0.9143116399170458,1.6696285941761417,-1.1479806048222734,1
0.10362387760752874,-1.3844434888439687,1.4841535994849522,-0.698490590184574,0.1275883568766868,1.8289459097220289,1.7190860459844493,0.08126213721993523,-0.07200548591262876,0.6247813044226989,0.07229363170661092,0
-0.12618830033205244,0.1797699512156426,0.046340660912188414,-0.8332430794726859,5.908641448677908,0.011961321799300349,0.2898645888920292,0.028260767740937578,-1.3030683263806235,3.4481984432142574,-1.0541133558585118,1
-0.5283596117263187,0.3473642483648862,-0.9806685809254999,1.7350648259151826,-0.013761435995545208,-0.9443463560547672,-0.5311775247568079,0.3462689846149235,0.4463367627054749,-1.020336018264828,-1.3357151027497933,1
-0.24109438930184252,-1.1609844259783102,1.22740128902553,-0.698490590184574,5.397230710144696,0.1075920895847071,0.2898645888920292,0.08126213721993523,-1.7566177939214629,2.4684156112381457,-1.1479806048222734,1
0.3334360555471099,-1.7196320831424572,1.0733499027498765,-0.698490590184574,-0.22725716883807826,1.2551613030095883,0.41150045758074577,0.028260767740937578,0.5111295437827393,-0.8089996476692588,-0.9602461068947519,0
-0.41345352275652864,-0.7699310659634073,0.2003920471878415,-0.08970094587379396,-0.10842915414282937,0.6813766962971477,0.7459990964747164,0.7702799404469636,1.3534356977871564,-0.0031726298193070486,-0.6786443600034721,0
-0.24109438930184252,-0.5464720030977487,-0.31311257373100265,-0.973081753606664,0.45440707601521174,-0.5618232849131403,-0.28790578737937467,-0.07774197121705773,-0.9143116399170458,1.5584594851356912,-0.8663788579309919,0
0.10362387760752874,-0.21128340879926055,-0.8266171946498468,-0.08970094587379396,-0.061051629122762734,-0.657454052698547,0.6243632277859998,0.028260767740937578,-0.9143116399170458,-0.8089996476692588,-0.9602461068947519,0
-0.8156248341507949,-0.7140663002469926,-0.6725658083741934,0.02091279303574172,-0.037395636199748825,0.49011516072633415,-0.19667888586283722,0.028260767740937578,0.7703006680917912,-0.13332226681113882,-0.6786443600034721,0
-1.1603431010601668,-0.7699310659634073,-0.5698648841904247,-1.2696628039945272,-0.1558943342082606,-0.46619251712773346,-0.7136313277898828,-0.6607570354860908,0.18716563839642308,-0.6017671563649382,-1.0541133558585118,0
-0.41345352275652864,-0.6582015345305782,-0.15906118745534942,-0.698490590184574,-0.1558943342082606,-1.1356078916255807,-1.0785389338560325,-0.2897474491331072,-0.2015910480671547,-0.39848219163250326,-0.8663788579309919,0
-0.24109438930184252,-0.5464720030977487,-0.31311257373100265,-0.973081753606664,0.45440707601521174,-0.5618232849131403,-0.28790578737937467,-0.07774197121705773,-0.9143116399170458,1.5584594851356912,-0.8663788579309919,0
-0.7007187451810049,1.0177414369618625,-1.3914722776605752,-0.5684672465013204,-0.1558943342082606,-0.17930021377151317,-0.34872372172373295,0.24026624565692817,1.029471792400843,-0.6703985052146044,-0.9602461068947519,0
-0.2985474337867381,0.6546204598051673,-1.3914722776605752,-0.44285233293764614,-0.10842915414282937,-0.7530848204839538,-0.9264940979951368,-0.18374471017511187,0.4463367627054749,-0.39848219163250326,-0.5847771110397104,0
-0.9305309231205855,0.8222147569544115,-1.0320190430173843,0.02091279303574172,0.057010808905890525,0.1075920895847071,1.080497735368687,-0.5017529270490978,0.25195841947368747,-0.7394740730060568,-0.30317536414843055,0
-0.8156248341507949,0.8780795226708262,-1.3914722776605752,0.1283198808767178,0.43120045072651875,0.5857459285117409,-0.28790578737937467,-0.07774197121705773,0.9646790113235786,-0.533574349479355,0.16616088067037088,0
-0.011282211362261343,0.710485225521582,-0.7752667325579624,-0.08970094587379396,-0.08472945499111825,-0.08366944598610641,2.023175717706241,-0.07774197121705773,-0.9143116399170458,0.06131178368948766,-0.5847771110397104,0
-0.8156248341507949,0.4311613969395083,-0.7752667325579624,4.599953781734457,-0.3227174557492208,2.3070997486490628,1.1109067025408663,1.3532950047159966,0.8998862302463171,-0.8789811309967066,-0.9602461068947519,1
-1.7923265903940142,-1.1609844259783102,-0.10771072536346497,-0.698490590184574,0.3847241291256664,-0.2749309815569199,0.10741078585895429,-0.5547542965280954,0.4463367627054749,-0.6703985052146044,-1.1479806048222734,0
